,,,,,,
Canary island pine(Pinus canariensis),https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Young_cone.JPG/317px-Young_cone.JPG,,,,,
Blue atlas cedar(Cedrus atlantica v. glauca),https://upload.wikimedia.org/wikipedia/commons/d/d2/Cedrus_atlantica.jpg,,,,,
Incense cedar(Calocedrus decurrens),https://en.wikipedia.org/wiki/File:Calocedrus_decurrens_Yosemite_NP.jpg,,,,,
Aleppo pine(Pinus halepensis),https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Flicensed-image%3Fq%3Dtbn%3AANd9GcTT9cpONrzwgPb4hW-WBzS5cqxfmHMdEIdD6CYrOpYJmRH5oD395glqoSeb6loyZqCDkQuK6obgUAJciqk&psig=AOvVaw3pDf2nhL4XdlbE0rtMPRfn&ust=1684751609062000&source=images&cd=vfe&ved=0CBAQjRxqFwoTCIj_kPuahv8CFQAAAAAdAAAAABAE,,,,,
Outeniqua yellowwood(Afrocarpus falcatus),https://en.wikipedia.org/wiki/File:Southafrica428yellowwood.jpg,,,,,
Bronze loquat(Eriobotrya deflexa),https://en.wikipedia.org/wiki/File:Eriobotryadeflexa.jpg,,,,,
Loquat tree(Eriobotrya japonica),https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Loquat-0.jpg/440px-Loquat-0.jpg,,,,,
Carob(Ceratonia siliqua),https://images.fineartamerica.com/images-medium-large-5/carob-tree-ceratonia-siliqua-seed-pods-photostock-israelscience-photo-library.jpg,,,,,
Deodar cedar(Cedrus deodara),https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/20130903Cedrus_deodara2.jpg/2560px-20130903Cedrus_deodara2.jpg,,,,,
Cork oak(Quercus suber),https://en.wikipedia.org/wiki/File:Cork_oak_(28864190188).jpg,,,,,
Bay laurel(Laurus nobilis),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Laurus_nobilis_111.JPG/320px-Laurus_nobilis_111.JPG,,,,,
Purple blow maple(Acer truncatum),https://en.wikipedia.org/wiki/File:Acer_truncatum_Leaf.jpg,,,,,
Washington hawthorn(Crataegus phaenopyrum),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Crataegus_phaenopyrum_HRM.jpg/440px-Crataegus_phaenopyrum_HRM.jpg,,,,,
Wilga; australian willow(Geijera parviflora),https://en.wikipedia.org/wiki/File:Geijera_parviflora_4.jpg,,,,,
California peppertree(Schinus molle),https://en.wikipedia.org/wiki/File:Schinus_Molle.jpg,,,,,
Japanese flower crabapple(Malus floribunda),https://en.wikipedia.org/wiki/File:Malus_floribunda_(Japanese_crabapple).jpg,,,,,
Goldenrain tree(Koelreuteria paniculata),https://en.wikipedia.org/wiki/File:(MHNT)_Koelreuteria_paniculata_-Leaves_and_inflorescences_-_Palais_Niel.jpg,,,,,
Southern magnolia(Magnolia grandiflora),https://en.wikipedia.org/wiki/File:Magnolia_flower_Duke_campus.jpg,,,,,
Italian stone pine(Pinus pinea),https://en.wikipedia.org/wiki/File:Pinus_pinea_Wellington_Botanic_Gardens.jpg,,,,,
Hedge maple(Acer campestre),https://en.wikipedia.org/wiki/File:Acer_campestre_in_Appennino2.jpg,,,,,
Persian ironwood(Parrotia persica),https://en.wikipedia.org/wiki/File:Morlanwelz_Mariemont_JPG22a.jpg,,,,,
Eastern hophornbeam(Ostrya virginiana),https://en.wikipedia.org/wiki/File:Ostrya_virginiana_2.jpg,,,,,
Bur oak(Quercus macrocarpa),https://en.wikipedia.org/wiki/File:Big_Tree_with_spring_picnic.jpg,,,,,
Chinese pistache(Pistacia chinensis),https://en.wikipedia.org/wiki/File:Pistacia_chinensis.jpg,,,,,
Austrian pine(Pinus nigra),https://en.wikipedia.org/wiki/File:Forest_in_Bulgaria_near_Dundukovo_dam.jpg,,,,,
California sycamore(Platanus racemosa),https://en.wikipedia.org/wiki/File:J20160926-0053%E2%80%94Platanus_racemosa%E2%80%94RPBG_(29346126813).jpg,,,,,
Ponderosa pine(Pinus ponderosa),https://en.wikipedia.org/wiki/File:Pinus_ponderosa_15932.JPG,,,,,
Blue oak(Quercus douglasii),https://en.wikipedia.org/wiki/File:Large_Blue_Oak.jpg,,,,,
Red maple(Acer rubrum),"https://en.wikipedia.org/wiki/File:2014-10-30_11_09_40_Red_Maple_during_autumn_on_Lower_Ferry_Road_in_Ewing,_New_Jersey.JPG",,,,,
Marina arbutus(Arbutus v. marina),https://waterwisegardenplanner.org/wp-content/uploads/2016/12/24110200/Arbutus-Marina-4-of-7.jpg,,,,,
Eastern redbud(Cercis canadensis),https://en.wikipedia.org/wiki/File:RedbudOhio02.jpg,,,,,
Interior live oak(Quercus wislizeni),https://i0.wp.com/sactree.org/wp-content/uploads/2021/05/Quercus-wislizenii-5-scaled.jpeg?fit=668%2C1024&ssl=1,,,,,
Chinese flame tree(Koelreuteria bipinnata),https://en.wikipedia.org/wiki/File:PikiWiki_Israel_5534_koelreuteria_bippnata.jpg,,,,,
Kentucky coffeetree(Gymnocladus dioicus),https://en.wikipedia.org/wiki/File:Gymnocladus_dioicus.JPG,,,,,
Chinese fringe tree(Chionanthus retusus),https://en.wikipedia.org/wiki/File:Chionanthus_retusus3.jpg,,,,,
Afghan pine(Pinus eldarica),https://en.wikipedia.org/wiki/File:Pinus_brutia(03).jpg,,,,,
Littleleaf linden(Tilia cordata),https://en.wikipedia.org/wiki/File:Tilia-cordata2.JPG,,,,,
Baldcypress(Taxodium distichum),https://en.wikipedia.org/wiki/File:Taxodium_distichum_NRCSMS01010.jpg,,,,,
European hornbeam(Carpinus betulus),https://en.wikipedia.org/wiki/File:Carpinus_betulus_-_Hunsr%C3%BCck_001.jpg,,,,,
Kurrajong(Brachychiton populneus),https://en.wikipedia.org/wiki/File:Brachychiton_populneus_tree.jpg,,,,,
Jeffrey pine(Pinus jeffreyi),https://en.wikipedia.org/wiki/File:Mature_Jeffrey_Pine.JPG,,,,,
Japanese zelkova(Zelkova serrata),https://en.wikipedia.org/wiki/File:Zelkova_serrata_Noma_keyaki01.jpg,,,,,
Buckley oak(Quercus buckleyi),https://cdn.shopify.com/s/files/1/0514/8809/6429/products/QuercusBuckleyi60.jpg?v=1659238420&width=990,,,,,
California laurel(Umbellularia californica),https://en.wikipedia.org/wiki/File:Umbellularia_californica_02.jpg,,,,,
Black tupelo(Nyssa sylvatica),https://en.wikipedia.org/wiki/File:Nyssa_sylvatica_v_sylvatica.jpg,,,,,
Oregon ash(Fraxinus latifolia),https://en.wikipedia.org/wiki/File:Fraxinus_latifolia_JPG1A.jpg,,,,,
London plane(Platanus x acerifolia),https://s3.amazonaws.com/eit-planttoolbox-prod/media/images/Platanus-acerfolia--josh-s-jackson--CC-BY-NC.jpg,,,,,
Shoestring acacia(Acacia stenophylla),https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcTjIZtZGTR_v_eG-ssLqAJv4cB0ALGqLup5IMNhg5XI1DdE-2SQ1tgfY3EXYAubN2tGBKkIHYej8nKOnaI,,,,,
Chestnut-leaved oak(Quercus castaneifolia),https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Quercus_castaneifolia2_kew.jpg/440px-Quercus_castaneifolia2_kew.jpg,,,,,
Northern red oak(Quercus rubra),https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Quercus_rubra_%40_Tortworth_Court.jpg/440px-Quercus_rubra_%40_Tortworth_Court.jpg,,,,,
Shumard oak(Quercus shumardii),https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/EncinoRojo.jpg/440px-EncinoRojo.jpg,,,,,
European hackberry(Celtis australis),https://sactree.org/wp-content/uploads/2021/03/Celtis-australis-European-hackberry-canopy-SelecTree.jpg,,,,,
California white oak(Quercus lobata),https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Valley_Oak_Mount_Diablo.jpg/440px-Valley_Oak_Mount_Diablo.jpg,,,,,
Live oak(Quercus virginiana),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/FL_Volusia_Oak03.jpg/440px-FL_Volusia_Oak03.jpg,,,,,
River birch(Betula nigra),https://www.clemson.edu/cafls/demo/files/plants_images/photo-a_lauren-murray_betula-nigra.jpg,,,,,
Scarlet oak(Quercus coccinea),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/2014-11-02_14_15_16_Scarlet_Oak_foliage_during_autumn_on_Hunters_Ridge_Drive_in_Hopewell_Township%2C_New_Jersey.jpg/440px-2014-11-02_14_15_16_Scarlet_Oak_foliage_during_autumn_on_Hunters_Ridge_Drive_in_Hopewell_Township%2C_New_Jersey.jpg,,,,,
Willow oak(Quercus phellos),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Tree_in_Mississippi.jpg/440px-Tree_in_Mississippi.jpg,,,,,
